chromosome,position,rsr,t_read,c_read,total_reads,strand
chr3,50290552,2.148936345863952,612,394,1006,+
chr3,50294416,2.681150441901268,773,596,1369,+
chr3,50294424,0.4633025721578637,693,462,1155,+
chr3,50294425,0.9507557404695663,1077,809,1886,+
chr3,50294937,2.22289156626506,614,497,1111,+
chr3,50294939,2.22289156626506,614,497,1111,+
chr3,50311237,1.7873986825761503,855,664,1519,+
chr3,50312813,0.2642059210441187,622,462,1084,+
chr3,50314387,5.432101284652419,987,735,1722,+
chr3,51422782,1.87609777915743,366,719,1085,+
chr3,51422821,0.25515980563459606,532,813,1345,+
chr3,51423709,2.25014400921659,624,433,1057,+
chr3,51423728,2.744866385372714,696,473,1169,+
chr3,51423756,1.896154537251726,1596,1146,2742,+
chr3,51425200,2.3151049364469407,711,397,1108,+
chr3,51425204,1.47612551159618,1081,732,1813,+
chr3,51425207,2.0617884250474385,1158,815,1973,+
chr3,51425252,0.5808102345415778,1361,1004,2365,+
chr3,51425258,1.5232934447204032,2069,1160,3229,+
chr3,51425259,1.4483759266281633,5808,3602,9410,+
chr3,51425260,1.566638216048111,2437,1670,4107,+
chr3,51425261,1.3155434782608697,3821,2249,6070,+
chr3,51425262,0.5572642310960068,936,641,1577,+
chr3,51425263,1.4785818785573834,13267,9443,22710,+
chr3,51425264,1.5219353298220353,11965,8671,20636,+
chr3,51425265,1.6638427320954994,7678,6310,13988,+
chr3,51425267,1.5990949694072172,6286,5491,11777,+
chr3,51425269,1.660886383398097,6667,6126,12793,+
chr3,51425271,1.4791979065610983,12428,11336,23764,+
chr3,51425272,1.4555802712075432,10193,9303,19496,+
chr3,51425273,1.6480993128896808,10413,10839,21252,+
chr3,51425275,1.5227591829055716,18867,16363,35230,+
chr3,51425276,1.5589930478619762,12126,10951,23077,+
chr3,51426435,2.198938679245283,642,529,1171,+
chr3,51426460,1.992233009708738,721,514,1235,+
chr3,51426478,1.8845497485354135,1375,1135,2510,+
chr3,51426687,3.174909968416901,726,612,1338,+
chr3,52233241,2.01983943744978,594,444,1038,+
chr3,52233362,2.311740890688259,570,474,1044,+
chr3,52236637,2.892621384389196,650,397,1047,+
chr3,52238925,1.6742906389447283,648,451,1099,+
chr3,52239894,0.3718246945606828,650,495,1145,+
chr3,52242208,8.727703704128574,1160,384,1544,+
chr3,52242212,10.5858310626703,776,366,1142,+
chr3,52242213,16.361880198817698,2488,1379,3867,+
chr3,52242214,16.60742445442303,1968,1133,3101,+
chr3,52242215,16.4273200318889,2222,1267,3489,+
chr3,52242219,7.1128322309576,1517,1178,2695,+
chr3,52242220,9.392194310157441,2138,1892,4030,+
chr3,52242221,9.392194310157441,2138,1892,4030,+
chr3,52242225,2.839279864515351,839,1041,1880,+
chr3,52242244,0.4062074829931972,561,734,1295,+
chr3,52242246,0.4062074829931972,561,734,1295,+
chr3,52245385,1.5928801641310717,805,583,1388,+
chr3,52720047,0.9192856762230166,5766,1994,7760,+
chr3,52720108,1.703459064835738,1049,522,1571,+
chr3,52720111,2.2790752135151666,2463,1179,3642,+
chr3,52720784,1.679561680225801,1685,950,2635,+
chr3,52720789,1.937414853081129,4568,2621,7189,+
chr3,52720790,1.832291536719027,6428,3745,10173,+
chr3,52720816,2.9482733709001585,1154,768,1922,+
chr3,52721297,0.664584578601315,1201,955,2156,+
chr3,52723189,1.1369828298978917,7657,6021,13678,+
chr3,52723190,1.4798065364312163,5860,5034,10894,+
chr3,52723191,1.1132795336626788,11324,8905,20229,+
chr3,52723192,1.4425979517216283,4471,3886,8357,+
chr3,52724652,1.625953907203907,990,818,1808,+
chr3,52724709,1.5023229173295995,1072,826,1898,+
chr3,52725639,1.791930897000905,2710,2163,4873,+
chr3,52726929,1.9563655187113669,1366,800,2166,+
chr3,52727535,1.4899826861241654,1505,932,2437,+
chr3,52727790,1.5727882665002342,959,753,1712,+
chr3,52727806,2.4197879858657245,1069,848,1917,+
chr3,52727812,1.2402538149590265,3650,3050,6700,+
chr3,52727813,1.5386710524937408,2447,2097,4544,+
chr3,52727815,1.8922603737611745,1593,1048,2641,+
chr3,52740660,2.0829133064516125,569,495,1064,+
chr3,52740663,1.6730527638190955,760,397,1157,+
chr3,52740665,1.764903677758319,662,570,1232,+
chr3,52740672,0.6361779035046362,703,605,1308,+
chr3,52740824,0.693426724137931,1052,782,1834,+
chr3,57283559,1.4848034895946896,587,494,1081,+
chr3,57283562,2.4070895650522237,991,806,1797,+
chr3,57283563,2.703217483684929,726,598,1324,+
chr3,57283566,2.761705101327743,607,476,1083,+
chr3,57283567,2.761705101327743,607,476,1083,+
chr3,57306488,2.312395775430795,959,513,1472,+
chr3,57306490,2.206596350242759,658,361,1019,+
chr3,57306534,2.243984962406015,888,664,1552,+
chr3,57306536,2.632713026444662,1343,1020,2363,+
chr3,57306537,2.7520383693045565,905,694,1599,+
chr3,57914356,1.947164695767508,992,709,1701,+
chr3,58098000,2.2245803548628507,597,443,1040,+
chr3,58112382,2.4035381952183306,773,603,1376,+
chr3,58112384,2.4035381952183306,773,603,1376,+
chr3,58128426,2.030159574806388,787,465,1252,+
chr3,58128470,2.66461461691165,732,554,1286,+
chr3,58132562,1.9496802966010778,1154,1120,2274,+
chr3,58132564,1.9005697548916103,1234,1041,2275,+
chr3,58145396,2.158619388909845,762,481,1243,+
chr3,58145398,1.6648018416264978,1392,920,2312,+
chr3,58145400,0.9201168402336805,804,507,1311,+
chr3,58145404,0.47921390778533635,633,489,1122,+
chr3,58145405,0.47921390778533635,633,489,1122,+
chr3,58148886,1.076601594365039,878,648,1526,+
chr3,58156555,2.004674830241655,923,594,1517,+
chr3,58156803,1.2797202797202798,731,571,1302,+
chr3,69134321,0.4223803236508904,622,472,1094,+
chr3,69151141,1.4041414226284923,3329,2508,5837,+
chr3,69151142,1.4041414226284923,3329,2508,5837,+
chr3,69151149,1.924915336236091,811,688,1499,+
chr3,69151191,1.7660150513950077,894,680,1574,+
chr3,69151194,0.9302429846840411,1564,1191,2755,+
chr3,69153965,1.713718049274065,1169,801,1970,+
chr3,69154002,1.7292623038326038,622,492,1114,+
chr3,69154030,0.5014004413512138,694,547,1241,+
chr3,69154096,3.3431334622823985,595,516,1111,+
chr3,70016568,31.327036153811108,709,456,1165,+
chr3,73160216,0.5003126954346467,679,532,1211,+
chr3,99881175,2.9180428134556577,733,435,1168,+
chr3,99891237,0.5951742627345845,665,372,1037,+
chr3,100058771,1.19204010376994,855,670,1525,+
chr3,100074049,2.710983088415748,2406,1511,3917,+
chr3,100074050,2.238805970149253,1649,937,2586,+
chr3,100074051,2.238805970149253,1649,937,2586,+
chr3,100277396,3.049600968631575,673,443,1116,+
chr3,100432501,0.6066711066711067,642,461,1103,+
chr3,100432509,2.2064056939501784,712,561,1273,+
chr3,100432631,1.5420065595828778,1145,758,1903,+
chr3,100451370,0.5757997218358832,1169,718,1887,+
chr3,100463691,1.7430902430902429,721,545,1266,+
chr3,100467056,1.8120915032679736,1108,917,2025,+
chr3,100467057,2.1958507837170775,1641,1348,2989,+
chr3,100467124,1.59229853116316,572,457,1029,+
chr3,100467248,1.7082178217821782,638,504,1142,+
chr3,101284602,2.3292113566618564,833,571,1404,+
chr3,101284713,1.8831060942154247,844,550,1394,+
chr3,101293078,4.622843764896046,615,522,1137,+
chr3,101298697,1.5508232278418614,714,482,1196,+
chr3,101298732,2.17479674796748,534,491,1025,+
chr3,101298736,1.7752205600306867,711,473,1184,+
chr3,101298774,0.6140669231327575,845,598,1443,+
chr3,101298810,1.6343246551324888,1073,816,1889,+
chr3,101304288,1.7333333333333332,692,494,1186,+
chr3,101304294,2.533067404606693,3841,2688,6529,+
chr3,101304350,2.5690156089780105,4746,3751,8497,+
chr3,101304351,2.5690156089780105,4746,3751,8497,+
chr3,101309058,2.492483684094742,2471,2097,4568,+
chr3,101311528,1.8303910402429764,664,438,1102,+
chr3,101311601,1.823121387283237,663,345,1008,+
chr3,101311627,7.181287770773092,2576,2235,4811,+
chr3,101311628,7.580125648771685,4257,3363,7620,+
chr3,101311643,9.338027270224803,3324,3212,6536,+
chr3,101311668,3.662265645629786,803,1081,1884,+
chr3,101312823,0.5634469696969697,849,479,1328,+
chr3,101477188,2.618870315331589,770,552,1322,+
chr3,107491639,2.133973710819009,937,515,1452,+
chr3,107491701,4.667884322678843,901,656,1557,+
chr3,107519985,3.1249405189859454,887,736,1623,+
chr3,107526373,0.9885222381635581,688,594,1282,+
chr3,107526374,0.9885222381635581,688,594,1282,+
chr3,107526411,1.489071038251366,544,487,1031,+
chr3,107526415,2.007929104477612,573,535,1108,+
chr3,107526674,70.70550256403081,699,640,1339,+
chr3,111578371,2.530534253857974,756,412,1168,+
chr3,111578394,2.231045167128382,858,548,1406,+
chr3,111603385,0.4181459566074951,741,363,1104,+
chr3,111603389,1.9536601062255543,2114,1220,3334,+
chr3,111603469,1.7028072848968372,1162,998,2160,+
chr3,111603470,1.6827058943557296,1757,1381,3138,+
chr3,111671449,2.6222546870687715,588,474,1062,+
chr3,111694885,1.5385248178758384,640,462,1102,+
chr3,111710470,1.6194042557620336,2162,1134,3296,+
chr3,111710475,1.8584831899921812,2376,1278,3654,+
chr3,111710477,1.8584831899921812,2376,1278,3654,+
chr3,111710513,2.372130704833918,1097,528,1625,+
chr3,111710558,1.7156040756914122,1900,1144,3044,+
chr3,111710563,1.612093909481067,5463,3587,9050,+
chr3,111710565,1.92793750101653,4134,2752,6886,+
chr3,113530462,3.0636604774535807,692,434,1126,+
chr3,113530470,0.50859291084855,946,531,1477,+
chr3,113530472,0.5661259501747815,1758,950,2708,+
chr3,113530489,1.9010248666927234,1884,1232,3116,+
chr3,113530504,1.7295138888888888,878,539,1417,+
chr3,113530510,1.8810550727150568,1577,1072,2649,+
chr3,113530522,1.7641144624903324,2280,1723,4003,+
chr3,113530523,1.7641144624903324,2280,1723,4003,+
chr3,113530539,3.150504124656279,1321,1090,2411,+
chr3,113530587,3.0561877845216556,785,582,1367,+
chr3,119219637,1.2815544909054908,667,525,1192,+
chr3,119222856,1.997229916897507,720,512,1232,+
chr3,119232510,1.8803285343993008,1337,780,2117,+
chr3,119232511,1.8803285343993008,1337,780,2117,+
chr3,119232559,1.4334559098565516,2264,1312,3576,+
chr3,119236054,1.888171304763945,2551,1554,4105,+
chr3,119236068,1.4334801488074171,3284,2133,5417,+
chr3,119236071,1.5251977089573752,1713,1092,2805,+
chr3,119236076,1.6664864540157387,3879,2684,6563,+
chr3,119236077,1.6664864540157387,3879,2684,6563,+
chr3,119242467,1.8421189979123171,542,478,1020,+
chr3,119242581,1.887895156291508,819,490,1309,+
chr3,119242765,0.2665770609318996,594,431,1025,+
chr3,120315184,1.1757813669241548,914,570,1484,+
chr3,120315187,2.5596126239797052,723,544,1267,+
chr3,120315218,1.4747199999999998,708,499,1207,+
chr3,120315273,1.7185495264082444,2446,1712,4158,+
chr3,120315275,1.5490669593852906,1028,910,1938,+
chr3,120315323,0.5505840071877808,1148,953,2101,+
chr3,120315354,1.4241286863270777,1327,1118,2445,+
chr3,120319957,1.4386082301773169,1547,1280,2827,+
chr3,120320089,1.8735882702595605,1575,926,2501,+
chr3,120321061,1.3990071584189232,6330,4049,10379,+
chr3,120321062,1.3990071584189232,6330,4049,10379,+
chr3,120321063,1.3990071584189232,6330,4049,10379,+
chr3,122103098,0.8287386687657797,634,477,1111,+
chr3,122103123,0.2747806608176218,551,486,1037,+
chr3,122103124,0.2747806608176218,551,486,1037,+
chr3,122121695,1.7108,657,499,1156,+
chr3,122121705,2.068814968814969,641,480,1121,+
chr3,122126149,0.5167803798635442,884,637,1521,+
chr3,122126168,1.9471563613823026,717,477,1194,+
chr3,122126213,1.5517813816881625,867,572,1439,+
chr3,122128628,1.9873576616157085,714,586,1300,+
chr3,122128657,2.7979579815432944,569,462,1031,+
chr3,122128720,2.056485607611706,682,436,1118,+
chr3,122821611,1.0527439675421737,579,445,1024,+
chr3,122821612,1.0527439675421737,579,445,1024,+
chr3,122821613,1.0527439675421737,579,445,1024,+
chr3,124456949,1.8730904900722556,1095,802,1897,+
chr3,124456950,1.4656170409817084,843,616,1459,+
chr3,124456951,1.0991352035435562,578,430,1008,+
chr3,124456963,1.4261951272401836,1334,1007,2341,+
chr3,124456964,2.0415959252971136,739,588,1327,+
chr3,124456967,1.0172012740560654,4366,3192,7558,+
chr3,124456968,1.0172012740560654,4366,3192,7558,+
chr3,124456990,1.598787429999537,704,696,1400,+
chr3,124457069,1.6095214701265121,655,445,1100,+
chr3,126571502,3.6136068422351393,940,612,1552,+
chr3,126571541,1.7234241473240608,1590,1097,2687,+
chr3,126571543,1.7234241473240608,1590,1097,2687,+
chr3,126571553,1.9338530748272462,1110,603,1713,+
chr3,126571562,1.4500991340336513,1794,1088,2882,+
chr3,126571563,2.247733077157384,1682,870,2552,+
chr3,126571565,2.3148590539894887,1139,597,1736,+
chr3,126633528,2.065528659338665,1665,1120,2785,+
chr3,126633529,1.746204409806176,2092,1423,3515,+
chr3,126633532,2.1069572759896844,3844,2716,6560,+
chr3,126633533,1.9362773497777883,4232,3138,7370,+
chr3,126633534,1.9290797596674398,6097,4597,10694,+
chr3,126633535,2.5502864474766667,6333,4698,11031,+
chr3,126633536,2.544360873648192,5409,4013,9422,+
chr3,127318213,0.8806221101303068,837,487,1324,+
chr3,127318215,0.8806221101303068,837,487,1324,+
chr3,127323481,2.818055071453468,734,452,1186,+
chr3,127323482,2.8501477802317017,948,607,1555,+
chr3,127323856,1.0441127119796132,741,465,1206,+
chr3,127323921,1.2756810345479144,609,489,1098,+
chr3,127325464,0.5055455856424497,700,480,1180,+
chr3,127325535,2.264516129032258,755,619,1374,+
chr3,127325537,2.264516129032258,755,619,1374,+
chr3,127327252,0.4385943355655219,648,396,1044,+
chr3,127327688,1.7833753148614608,1238,793,2031,+
chr3,127327690,1.8845332496977802,2154,1485,3639,+
chr3,127327699,1.8426323319027185,551,465,1016,+
chr3,127327773,1.3360649704949337,1540,1029,2569,+
chr3,127327801,2.5311544342507646,778,653,1431,+
chr3,127327860,2.571428571428572,575,447,1022,+
chr3,127334732,2.2146345305608066,906,551,1457,+
chr3,127335733,0.32980683834734914,851,652,1503,+
chr3,127336136,2.111342155009452,656,459,1115,+
chr3,127336820,2.0531190866551543,733,498,1231,+
chr3,127338015,2.235126201923077,782,511,1293,+
chr3,127338016,2.235126201923077,782,511,1293,+
chr3,127338020,1.8830693394428795,795,519,1314,+
chr3,127338074,2.633855184061845,1652,1216,2868,+
chr3,127338088,2.957575757575757,609,524,1133,+
chr3,127338110,1.8206632653061223,1286,879,2165,+
chr3,127338111,1.054423035980413,1685,975,2660,+
chr3,127338112,1.3982386000198244,2971,1854,4825,+
chr3,127339551,0.48073079075717584,924,757,1681,+
chr3,127339577,0.6360201113078674,1218,943,2161,+
chr3,127339579,1.77975875224868,5644,3574,9218,+
chr3,127339580,1.7400146963880292,8413,5836,14249,+
chr3,127339581,1.5315350181250562,3391,1913,5304,+
chr3,127339582,1.7340245557874263,3934,3204,7138,+
chr3,127339583,1.6019577923526525,2778,2324,5102,+
chr3,127339589,1.4307975633942485,1615,1447,3062,+
chr3,127339691,1.4591968315372568,1005,781,1786,+
chr3,127339948,0.6345776031434185,645,508,1153,+
chr3,127339999,2.076252723311547,952,755,1707,+
chr3,127340001,1.9747970396011052,1810,1293,3103,+
chr3,127340512,1.5503355704697983,692,595,1287,+
chr3,127340720,2.858728439325834,1061,837,1898,+
chr3,127340844,2.4802631578947367,695,455,1150,+
chr3,127340852,1.8408000000000002,707,499,1206,+
chr3,127340882,1.4005523901995187,1805,1377,3182,+
chr3,127341173,1.053717689607489,761,552,1313,+
chr3,127341175,1.053717689607489,761,552,1313,+
chr3,127358208,4.119047619047619,691,383,1074,+
chr3,127358209,4.119047619047619,691,383,1074,+
chr3,127358241,2.5059571333115853,720,464,1184,+
chr3,127358324,1.785714285714286,703,447,1150,+
chr3,127379227,2.3568802521008405,717,475,1192,+
chr3,127379403,3.944616470279,1362,1074,2436,+
chr3,127379404,3.6981788418252504,582,542,1124,+
chr3,127379446,2.6469579622511046,718,613,1331,+
chr3,127379855,1.359384197407948,933,771,1704,+
chr3,127379856,0.9774951076320938,554,510,1064,+
chr3,127379888,1.0302287581699348,872,611,1483,+
chr3,127379889,1.0302287581699348,872,611,1483,+
chr3,127379949,2.0994708994708997,991,755,1746,+
chr3,127379950,2.0994708994708997,991,755,1746,+
chr3,127390415,1.3014770662883888,780,504,1284,+
chr3,127391132,2.2606168244075096,651,565,1216,+
chr3,127391150,2.4325089468384458,1342,1764,3106,+
chr3,127391152,2.3397547633804687,1923,2262,4185,+
chr3,127391153,2.3238041890891634,959,1350,2309,+
chr3,127391268,12.652649735257928,1045,732,1777,+
chr3,127391269,13.400706536180394,1277,952,2229,+
chr3,127391270,12.560177407195525,1402,1039,2441,+
chr3,127391279,7.626902125813771,747,813,1560,+
chr3,127771693,0.5234371901759267,726,552,1278,+
chr3,127771707,2.914748453172666,1429,1101,2530,+
chr3,127771709,2.9996309963099628,738,541,1279,+
chr3,127785842,2.777957081148366,1218,801,2019,+
chr3,127785844,2.87354205033763,905,542,1447,+
chr3,127788716,0.5983224603914259,962,665,1627,+
chr3,127788895,1.8086608927381749,616,394,1010,+
chr3,127788995,2.7777310924369747,600,594,1194,+
chr3,127788997,2.7777310924369747,600,594,1194,+
chr3,127789059,1.541946902654867,846,564,1410,+
chr3,127789474,3.192338387869114,749,536,1285,+
chr3,127789475,3.192338387869114,749,536,1285,+
chr3,127789526,2.2164446410450944,993,766,1759,+
chr3,127789591,2.858749315187225,654,507,1161,+
chr3,127790215,1.5592390748773328,879,609,1488,+
chr3,127790425,8.99009322194029,1531,1030,2561,+
chr3,127790427,6.656669107663783,1083,675,1758,+
chr3,127790445,8.456494366587256,1561,1486,3047,+
chr3,127790446,8.225106624160935,1821,1847,3668,+
chr3,127790447,8.654507884816507,1397,1456,2853,+
chr3,128445026,0.6197914456693144,1234,906,2140,+
chr3,128445034,0.6980937311121828,1154,610,1764,+
chr3,128445035,0.5863941167268135,2329,1357,3686,+
chr3,128514204,0.8446428571428571,601,559,1160,+
chr3,128514206,0.8446428571428571,601,559,1160,+
chr3,128525321,1.6620008840430236,704,616,1320,+
chr3,128525372,2.4399168399168403,651,480,1131,+
chr3,128526418,1.2525185155685414,1174,757,1931,+
chr3,128526421,1.668103448275862,1547,927,2474,+
chr3,128526423,1.668103448275862,1547,927,2474,+
chr3,128526424,1.79290780141844,631,469,1100,+
chr3,128526437,1.1703543294730565,1667,1202,2869,+
chr3,128532201,1.177683947834637,1960,1378,3338,+
chr3,128532202,0.8130561942990628,2175,1578,3753,+
chr3,128532221,2.9498120955837472,1174,941,2115,+
chr3,128532232,2.055900100569896,662,627,1289,+
chr3,128532235,1.6475455046883618,720,685,1405,+
chr3,128532451,2.3641795865633077,828,700,1528,+
chr3,128532756,0.5145354021758517,576,533,1109,+
chr3,128532782,0.3321818058660163,612,398,1010,+
chr3,128532804,0.5693536673928832,783,560,1343,+
chr3,128532994,1.8808823368497853,971,671,1642,+
chr3,128533256,4.290970772442589,608,478,1086,+
chr3,128533257,4.290970772442589,608,478,1086,+
chr3,128631537,2.538798609813634,843,606,1449,+
chr3,128631787,26.81860959282587,815,472,1287,+
chr3,128631789,24.06250939980504,670,405,1075,+
chr3,128968559,1.6483963959446735,723,558,1281,+
chr3,128968561,2.4262840066789506,790,523,1313,+
chr3,128969552,3.12311901504788,760,558,1318,+
chr3,128969553,3.12311901504788,760,558,1318,+
chr3,128971147,1.2854947937117314,976,685,1661,+
chr3,128971532,1.7696139476961394,1217,802,2019,+
chr3,128971533,1.9371716990976395,1910,1323,3233,+
chr3,128971720,0.5632374631268438,610,451,1061,+
chr3,128973530,2.105124909706652,2199,1590,3789,+
chr3,128973531,1.9239396109228935,4433,3189,7622,+
